text,airline_sentiment
Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”,neutral
@JetBlue tell the truth - this is a pic of your social media community managers isn't it? http://t.co/e2AXlqzWvh,neutral
@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL,neutral
BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,neutral
"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?",neutral
@JetBlue which type plane is flt 1065 from bos to rsw?,neutral
😕 RT @JetBlue: Our fleet's on fleek. http://t.co/4KH92mKoTZ,neutral
You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,neutral
Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,neutral
"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”",neutral
“@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE”,neutral
@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,neutral
*On the brink of bankruptcy. “@JetBlue: Our fleet's on fleek. http://t.co/01ldxn3QqQ”,neutral
"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",neutral
X__x RT @JetBlue: Our fleet's on fleek. http://t.co/xxppZo88j1,neutral
"@JetBlue Or...

....how about a 1way LAX-NYC(area) under 190?! Is this possible ?",neutral
“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao,neutral
@JetBlue Sent.,neutral
@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,neutral
"@JetBlue Tell me more 😳...

Because I need a 1 way to NYC, and I might choose you",neutral
RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_,neutral
STAHP!! 😂😂😭😭😭😭 RT @JetBlue Our fleet's on fleek. http://t.co/BM2unRaOnI,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened,neutral
@JetBlue but Virgin has wifi 👀,neutral
😐 “@JetBlue: Our fleet's on fleek. http://t.co/QavvlAXLkl”,neutral
X____x RT @JetBlue: Our fleet's on fleek. http://t.co/Y39YzDpBvU,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/MB0hVfqB1t”-see what ihop started 😑,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/RkwugmanM9” lmao you know a white person said this,neutral
❤️❤️❤️“@JetBlue: Our fleet's on fleek. http://t.co/UHUmAskLdv”,neutral
RT @JetBlue: Our fleet's on fleek. http://t.co/826Pkiq5HI,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/Hez4jk4ZsK” ~huh?,neutral
LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”,neutral
"@JetBlue @courteroy LOLZ. ""On Fleek""",neutral
@jetblue who's running your tweeter using the word fleek?,neutral
Okay. RT @JetBlue: Our fleet's on fleek. http://t.co/6H5uEZH4cv,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/mFSsh2UHUe” LMFAO!!!!!!!!!!,neutral
They didnt just tweet this... Nah. RT “@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX”,neutral
@JetBlue woof.,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/2UaICFJRmS” no way,neutral
“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh,neutral
"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB",neutral
"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9""",neutral
💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD,neutral
😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”,neutral
Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”,neutral
@JetBlue I digg it!,neutral
"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.",neutral
@JetBlue ...really?,neutral
😩😂😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/yco9dikpt9”,neutral
@JetBlue no. come on.,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/IMVMpnQXAI,neutral
"@JetBlue absolutely, my girlfriend and I will be Flight Booking Problems our Mexico flights in the next day or two, will send a Tweet when it's done!",neutral
@jetblue it's time for a direct flight from #JFK to #PITT.... @ Official JetBlue Terminal 5 - New York… http://t.co/QygXGmd3Sn,neutral
"@JetBlue Indeed. I don't know what's going on in Pittsburgh that weekend, but, it's drawing a crowd via JetBlue!",neutral
@JetBlue HE is a lap infant (4 mons old),neutral
@JetBlue Thanks.,neutral
@JetBlue Gerne :),neutral
"@JetBlue Hey friends! Stupid question - Can I split payment methods for a flight purchase? Example: 1/2 debit card, 1/2 BillMeLate Flightr? Thanks!",neutral
@JetBlue expanding!  http://t.co/Kk6EixifP5  #Nantucket #Aviation,neutral
@JetBlue I believe you have to follow me so I can send you a message,neutral
@JetBlue I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...,neutral
@JetBlue I would like the actual email address so I can follow up. thank you.,neutral
@JetBlue ...and when did your legal department start running your social media channels?,neutral
@JetBlue sounds fun! How does that work?,neutral
"@JetBlue I know there's no actual 'mile high' club, but surely there's something I can join ;-)",neutral
@JetBlue hello! my husband bought us a trip last night &amp; just noticed my last name is misspelled! What can I do? Thanks!,neutral
@JetBlue to start 3xweekly @EmbraerSA #E190 flights from #Washington Reagan to #Nantucket between 19JUN-6SEP #avgeek,neutral
@JetBlue will you Cancelled Flight tonight's 7 pm out of DFW to BOS? #weather,neutral
@JetBlue what's the easiest way to get a ticket receipt? Can I get one at check in or can I get one online? Thanks!,neutral
.@JetBlue That's what I planned on but Boston traffic due to recent weather was insane! If I had been expedited I would have made it.,neutral
@JetBlue  would love to go to Hawaii to visit pearl harbor.,neutral
@JetBlue How can I best track deals and special flight offers? I'm liking your international options...,neutral
"@JetBlue no one yet but some, fl 8162",neutral
"Happy for SFO, but hopefully you'll add PDX soon “@JetBlue We added two new destinations (FLL and SFO) from Las Vegas in the last year!”",neutral
@JetBlue wall separating in row 1. #safetyconcerns http://t.co/zTrDwV0N4l,neutral
"@JetBlue I understand delays.  We are all looking at a tv monitor at ur gate and it says current conditions are snow, hence delay.",neutral
"@JetBlue sorry, should have specified I meant ground traffic trying to get into the terminal",neutral
@JetBlue that's ok! It just sure seemed like it when JetBlue tweeted us back and asked us to send selfies of us watching.. Haha,neutral
@JetBlue @zakkohane pretty sure he's saying Ricoh had great service down at BOS ;) #happytohelp,neutral
@JetBlue you just tight that you're #59 on the world's best airlines list &amp; @VirginAtlantic is ranked higher! @VirginAtlantic here I come!,neutral
@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.,neutral
"@JetBlue okay so anything using contactless EMV should work, just your internal testing and training is currently Apple Pay specific?",neutral
"@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed.",neutral
@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold,neutral
@JetBlue We're flight 1472 FFL to LGA. Scheduled departure 8:15p.,neutral
@JetBlue id appreciate that. Would also you mind contacting the pilot of my flight and request that I be allowed to announce over intercom?,neutral
"@shannonwoodward If you want, we can keep you updated on who's wearing who, &amp; who's with who, &amp; who wins what. We're nice like that. ;)",neutral
@JetBlue Ricoh Smith at BOS provided oust and service,neutral
@JetBlue hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys,neutral
@JetBlue no m'good. Just get me home,neutral
"@JetBlue ok, tx. Will tell the guy sitting next to me at the gate",neutral
@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,neutral
@JetBlue Help - I left my Nikon camera under the seat in front of me. What do I do?,neutral
@jetblue the man with the smell left nd now there's this stupid girl asking me questions. can yall help.,neutral
@JetBlue I think I have it selected already ☺️,neutral
@JetBlue that wasn't delayed or cabcelled,neutral
"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?",neutral
@JetBlue finally! Finally!,neutral
@JetBlue Think about it...boarding to a chill untz untz untz....like this http://t.co/lj2lARivE0...,neutral
@jetblue the man sitting next 2 me at the terminal has a scent tht i cant quite put my finger on. pls dnt let him sit by me on the flight.,neutral
@JetBlue I have a disabled seat in row 6 do I get to board earlier?,neutral
@JetBlue flight 2008,neutral
@JetBlue Pittsburgh,neutral
@JetBlue flight 1025 JFK to TPA 8:05am on Saturday! One way ticket!,neutral
@JetBlue of my tray table is broken what do i do?,neutral
"@JetBlue Domestic.  To be clear -- I do not have to sit in (your lovely) terminal, just need to be there 1 hour prior to boarding?  Thanks!",neutral
@JetBlue the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;),neutral
@JetBlue woof I'm on the red cArpet http://t.co/iIdrbLNOoX,neutral
@JetBlue What confirmation number?,neutral
@JetBlue follow for DM please,neutral
"@JetBlue is your partnership with Hawaiian live? Earn Hawaiian miles flying Jetblue ? IF so, how do I add @HawaiianAir to my JB Flight Booking Problems ?",neutral
"As soon as I can, sending my son home with you Saturday. @JetBlue",neutral
@JetBlue is there wifi on he plain,neutral
@JetBlue wondering if it's possible for my colleague and I to get on an earlier flight LAX&gt;JFK tomorrow. Can you help?,neutral
@JetBlue hope so! looks nice and warm in San Juan 🌴,neutral
@JetBlue I usually do-but I didn't make the Flight Booking Problems this time-that'll teach me! Yea I have that going for me at least haha,neutral
@JetBlue early last month via Expedia-there's an extra middle name and initial attached to my last name,neutral
@JetBlue the whole plane. Flight 561 from LGA to PBI http://t.co/4Ktk2hsmGy,neutral
"@JetBlue w/ edits: Dear @msbgu , your MBAs need better benefits. They should work for us. How can we meet them?",neutral
@JetBlue of course I am!!✈️,neutral
@JetBlue Perhaps you need to start recruiting @msbgu ;),neutral
@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG,neutral
@JetBlue any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.,neutral
His name is Enzo 😊 RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg,neutral
@JetBlue Flight 136 departed Phoenix at 1:30 am,neutral
@JetBlue Promo Watch Phone $33 at Amazon check http://t.co/leNaOwFyvU,neutral
@JetBlue Customer of the year? http://t.co/epqqONHO2H,neutral
@JetBlue don't I always?,neutral
@JetBlue when will the system be up and running?,neutral
@JetBlue 795 to Austin,neutral
@JetBlue any idea when the flight will actually take off?,neutral
@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.,neutral
@JetBlue and ask she load the bag for my flight,neutral
@JetBlue flight16?,neutral
@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC,neutral
@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?,neutral
@JetBlue do bags still fly free or have you started charging? thanks!,neutral
@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95,neutral
@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours,neutral
"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!",neutral
@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc,neutral
@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.,neutral
@JetBlue  will do.,neutral
@JetBlue ok should I start looking into other flights?,neutral
@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?,neutral
@JetBlue you can 100% confirm that?,neutral
@JetBlue we are on flight 751 and were returning to the gate can you provide any information?,neutral
@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?,neutral
@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.,neutral
@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723,neutral
@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers,neutral
@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,neutral
@JetBlue I know you guys are super busy but is flight 1222 an a320 or e190?,neutral
@JetBlue Follow me pls?,neutral
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH,neutral
@JetBlue is that supposed to change in the near future?,neutral
Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey,neutral
@JetBlue I will when I land.,neutral
@JetBlue do bags still fly for free anymore?,neutral
@JetBlue flite454,neutral
@JetBlue when will you release flights for February 2016?,neutral
@JetBlue I would love to Fort Lauderdale now that would cool.,neutral
@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,neutral
@JetBlue Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22?  Mass confusion here.,neutral
@JetBlue Are we able to change to an Even More Space seat after we've checked in online? Have a flight tmrw and can't seem to change my seat,neutral
@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?,neutral
@JetBlue Tomorrow wouldn’t have been soon enough! Thank you for the info!,neutral
"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",neutral
@JetBlue yes Party is Over 😂,neutral
@JetBlue that selfie was extreme.,neutral
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC,neutral
@JetBlue Boston gate C12,neutral
@JetBlue will I be charged a fee to do so?,neutral
@JetBlue thanks. Can you change the music in the boarding gates?,neutral
@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr,neutral
@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.,neutral
@JetBlue are we scheduled to depart as scheduled?,neutral
@JetBlue will we be able to watch the Oscars on our flight tomorrow?,neutral
@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE,neutral
@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,neutral
@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue,neutral
@JetBlue status of flight 684 from MCO to LGA tomorrow?,neutral
@jetblue what good with the inflight WiFi?,neutral
@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?,neutral
@JetBlue Yup. MCO. 82°!!,neutral
@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,neutral
@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,neutral
"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher.",neutral
@JetBlue actually flight 1089 not 1098,neutral
@JetBlue BOS to DCA 1098 at 7:16 pm.,neutral
@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw,neutral
@JetBlue Using JetBlue miles?,neutral
@JetBlue Using JetBlue air miles?,neutral
@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!,neutral
@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,neutral
@JetBlue I can't call right now. My baby just fell asleep.,neutral
@JetBlue yesterday's deal?,neutral
@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor,neutral
@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?,neutral
@JetBlue  What are your rules on checked baggage and carry ons from SLC to SJO?,neutral
@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),neutral
@JetBlue minutes to spare.,neutral
@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward,neutral
@JetBlue yup 33036 feet. But no selfie.,neutral
@JetBlue the you above all commercials? Like the legroom one,neutral
@JetBlue Will do.  I'll tell him you say hey.,neutral
"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s",neutral
@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr,neutral
"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",neutral
@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc,neutral
"@JetBlue I'd go back to Haiti to deliver shoes, books&amp;medicine to kids I met in orphanage last year. #flyingitforward http://t.co/pGoeUXnsPI",neutral
@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,neutral
@JetBlue I would like to receive offers.,neutral
"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?",neutral
"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause",neutral
@JetBlue When are you guys doing a dualcam with @RedReserve ?,neutral
@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg,neutral
@JetBlue do you have a waiver for NY weather today?,neutral
@JetBlue going to San Juan!,neutral
@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,neutral
@JetBlue real shit my nigga north don't play around!,neutral
@JetBlue by any chance do u offer fresh guacamole on your flights,neutral
@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸,neutral
@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr,neutral
@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?,neutral
@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,neutral
@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF,neutral
"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,neutral
@JetBlue oh. Makes sense. My bad.,neutral
"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",neutral
@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD,neutral
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",neutral
@JetBlue flight 1183 to Orlando.,neutral
@JetBlue my phone number when you have any news for me is (631)891-5722,neutral
@JetBlue 😭 I used points can I get them back if I decide not to go?,neutral
@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,neutral
@JetBlue can you share where it is coming from?,neutral
@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,neutral
“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!,neutral
@JetBlue April 6th. Anything specific I should know for my first flight?,neutral
"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",neutral
@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,neutral
@JetBlue do you think snow in boston on 2/24 will effect my flight?,neutral
@JetBlue @markie_post I'd like to see Markie too.,neutral
@JetBlue who do you think is gonna win Mayweather or Pacquiao?,neutral
@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,neutral
@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!,neutral
"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",neutral
.@JetBlue process begins 6:48,neutral
@JetBlue imma need the hook up tho,neutral
@JetBlue so what about California,neutral
@JetBlue Thanks. Which day of the week is the direct?  The flights I saw went thru JFK   ☀️,neutral
@JetBlue Hawaii what deals u have for me,neutral
@JetBlue Thank you.,neutral
@JetBlue y'all got prices for the low??,neutral
@JetBlue When will you release November flights for Flight Booking Problems?,neutral
@JetBlue do you know when the schedule for dec 2015 will be released?,neutral
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,neutral
@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,neutral
@JetBlue I'm flying your airline just out of #LGA 😷,neutral
"@jetblue captain ""takes as lot of muscles to frown but JUST A FEW TO SMILE. Y'all ready to go flyin?"" I mean... Now I am!",neutral
@JetBlue I'll take 3 round trip tickets to the closest warmest place please! #negativedegrees #buffalo #snowwillnevermelt,neutral
@JetBlue you know it!!,neutral
@JetBlue @hanneslohmann cool,neutral
@JetBlue will I be compensated for delays or Cancelled Flightlation?,neutral
@JetBlue dang. Pandora? Does it look like it may get pushed back more or is this likely it?,neutral
@JetBlue saving my sanity. Leaving it behind for sunshine. #escape #FL #bliss #travel #InDenial #WhatFrozenPipes http://t.co/6TtzEJV3hY,neutral
@JetBlue I have more flights that I'd love to redeem for some points but they're a little over a year old. Is there a historical limit?,neutral
@JetBlue can I switch my seat for my trip on Sunday?,neutral
@JetBlue where do I add my AA loyalty number to my Jetblue reservation?,neutral
@JetBlue is flt 1202 delayed?,neutral
@JetBlue #AfterAll indeed! https://t.co/swWhYhEn76 #LoveSongFriday #Cheesy #80sweresomuchfun #BrandLoveAffair,neutral
@JetBlue and @WSJ team up offering in-flight access to journal content http://t.co/PTsbkA4cDJ,neutral
@JetBlue Now ur asking for the heavy guns! You know #IWouldDoAnythingForLove https://t.co/Yx1DQJn8nL #BrandMance #LoveSongFriday,neutral
@JetBlue well mine sure aren't anything to write home about!,neutral
@JetBlue well I'm not sure I'm that bold! lol or are you saying you didn't believe me?? :P,neutral
@JetBlue Let's just say #IDontWannaLiveWithoutYourLove https://t.co/i9KCgaxxFa #ItWasMintToBe #BestInClassSocial #ThankYou #Travel #Business,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/ucF0B0bQ8r,neutral
@JetBlue I did.... Would be nice to see more services out of @triflight instead of having to drive 3-4 hrs to like charlotte or atlanta,neutral
@JetBlue We already won the tickets but she's totally on a beach right now. #flightlanding #sunscreen #feelsgood http://t.co/5PvG2hJXKp,neutral
@JetBlue will you please start offering more routes out of @triflight to more locations,neutral
@JetBlue I'm looking every day just watching for a deal. I have specific dates so fare finder doesn't help me,neutral
@JetBlue why don't you fly to #nashville? :(,neutral
@JetBlue Challenge accepted. First 5 crew members to send pics in the chairs get FREE tickets to visit us. #wager #IsItSummerYet,neutral
@JetBlue what's a good address to send feedback over email?,neutral
@JetBlue I did. They said not as of now. Let's cross fingers it happens before departing,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Lake Wylie #Pilot http://t.co/jgor0vdI3S,neutral
@JetBlue OK cool.  I need to listen to some Dre and Snoop en route to LA.  That would have been a shame.,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/D1eRGPdWsJ,neutral
@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,neutral
@JetBlue that's what we've been told however how would this work if you're going overseas? Bottom line is passengers feel as if there's (1),neutral
@JetBlue thanks bae,neutral
@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,neutral
@JetBlue Airways Hits New 52-Week High at $17.58 (JBLU) - sleekmoney http://t.co/zdKXn4kTOu,neutral
"@jetblue We'd love to help Shanese Bryant-Melton, a hard-working grandmother from DC, go to Miami. It's on her bucket list. #flyitforward",neutral
@JetBlue Just signed up for TrueBlue and booked a flight but keep getting an error when I try to link it to my TB account. What's the deal?,neutral
@JetBlue I hope so. The plane does appear to be leaving a nearby terminal for our gate.,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY,neutral
@JetBlue are there any food places open at the JFK T5 24//?,neutral
@JetBlue no. Did not catch his name. I am sure Jason will know.,neutral
@JetBlue Oh I will. #Disney bound. #workhard #playsoon,neutral
@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu,neutral
@JetBlue you guys get rid of the hip hop stations on Sirius XM?,neutral
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/o5sifHp4RT,neutral
"@JetBlue Spent most of the winter in NNY with Mom,  JetBlue will take me home to FL via BOS on Mon. Miss hubby, kitties, warm #countingdown",neutral
@JetBlue Hey any chance you have an update on Flight 99 Hartford to D.C.?,neutral
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,neutral
@JetBlue it's time for our #brandmance 2 go #UpWhereWeBelong https://t.co/KtAWbiUUro,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Broadway World http://t.co/AsYqE1tDjp,neutral
"@JetBlue's CEO #pilots among ardent fans, Wall Street - Poughkeepsie Journal http://t.co/zSdGzyDNDe",neutral
@JetBlue Is it June yet? 😊,neutral
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,neutral
@JetBlue ETA for flight 802 into Orlando this morning,neutral
"@JetBlue using A321 JFK-SEA for Summer 2015. It will be my first A321 flight ever! No Mint to Seattle, Core Config only.",neutral
@JetBlue how much for a trip to a warm island @SamChampion http://t.co/N3SUIip0VW,neutral
@JetBlue Has DC Thinking About Summer With New Nantucket Service - @MarketWatch http://t.co/yI4wGUk5tr,neutral
"@jetblue Havana, Cuba - To share my love of photography and leave pictures behind, as well as to deliver much-needed items. #flyingitforward",neutral
@JetBlue @cflanagian she's on to something,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Nassau News Live http://t.co/7E5bxwG16t,neutral
@JetBlue probably not anymore.,neutral
@JetBlue - I look forward to getting this resolved. I will be in touch.,neutral
@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.,neutral
@JetBlue 108 to Portland Maine,neutral
@JetBlue and The from @WSJ Team to Offer In-#Flight Access to Journal ... - Digital Journal http://t.co/2Nzh3QOaZo,neutral
@JetBlue thanks for the help,neutral
"@JetBlue #flyingitforward Pereira, Colombia to help the kids from Cartago streets and deliver a lot of clothes that I have picked to donate.",neutral
"@JetBlue sorry for my misunderstanding of the term, but what does that exactly mean?",neutral
@JetBlue thanks so I'll like to get the new tail N598JB N615JB Boston red Sox livery so I can share with talk but send them only on weekends,neutral
@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG,neutral
@JetBlue I'm so ready to see N598JB n N775JB on my Island but on a weekend to capture it,neutral
@JetBlue Washington DC (:,neutral
